"Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21276053, SEN S/N: 21276053)","Temp, ¡C (LGR S/N: 21276053, SEN S/N: 21276053)"
9/11/23 2:45,7.42,20.6
9/11/23 3:00,7.31,20.58
9/11/23 3:15,7.25,20.54
9/11/23 3:30,7.19,20.52
9/11/23 3:45,7.2,20.5
9/11/23 4:00,7.14,20.48
9/11/23 4:15,7.04,20.44
9/11/23 4:30,7.03,20.42
9/11/23 4:45,7.1,20.38
9/11/23 5:00,7.03,20.34
9/11/23 5:15,7.04,20.3
9/11/23 5:30,6.92,20.26
9/11/23 5:45,7,20.22
9/11/23 6:00,7.02,20.16
9/11/23 6:15,7.3,20.12
9/11/23 6:30,7.35,20.08
9/11/23 6:45,7.21,20.04
9/11/23 7:00,7.2,19.98
9/11/23 7:15,7.23,19.94
9/11/23 7:30,7.18,19.9
9/11/23 7:45,7.2,19.88
9/11/23 8:00,7.29,19.86
9/11/23 8:15,7.15,19.86
9/11/23 8:30,7.11,19.86
9/11/23 8:45,7.14,19.9
9/11/23 9:00,7.23,19.92
9/11/23 9:15,7.38,19.98
9/11/23 9:30,7.55,20.02
9/11/23 9:45,7.58,20.08
9/11/23 10:00,7.51,20.16
9/11/23 10:15,7.52,20.24
9/11/23 10:30,7.45,20.34
9/11/23 10:45,7.45,20.44
9/11/23 11:00,7.51,20.54
9/11/23 11:15,7.43,20.6
9/11/23 11:30,7.47,20.7
9/11/23 11:45,7.61,20.82
9/11/23 12:00,7.7,20.94
9/11/23 12:15,7.65,21.04
9/11/23 12:30,7.57,21.16
9/11/23 12:45,7.55,21.28
9/11/23 13:00,7.5,21.36
9/11/23 13:15,7.44,21.42
9/11/23 13:30,7.36,21.5
9/11/23 13:45,7.31,21.58
9/11/23 14:00,7.33,21.62
9/11/23 14:15,7.31,21.7
9/11/23 14:30,7.27,21.78
9/11/23 14:45,7.22,21.88
9/11/23 15:00,7.18,21.94
9/11/23 15:15,7.12,22
9/11/23 15:30,7.14,22.04
9/11/23 15:45,7.11,22.06
9/11/23 16:00,7.04,22.14
9/11/23 16:15,7,22.22
9/11/23 16:30,6.99,22.26
9/11/23 16:45,6.93,22.3
9/11/23 17:00,6.87,22.32
9/11/23 17:15,6.78,22.34
9/11/23 17:30,6.69,22.34
9/11/23 17:45,6.6,22.32
9/11/23 18:00,6.54,22.32
9/11/23 18:15,6.5,22.32
9/11/23 18:30,6.61,22.28
9/11/23 18:45,6.58,22.24
9/11/23 19:00,6.6,22.22
9/11/23 19:15,6.66,22.18
9/11/23 19:30,6.7,22.14
9/11/23 19:45,6.86,22.1
9/11/23 20:00,6.93,22.06
9/11/23 20:15,6.91,22.02
9/11/23 20:30,6.89,22
9/11/23 20:45,6.94,21.96
9/11/23 21:00,6.93,21.92
9/11/23 21:15,6.97,21.9
9/11/23 21:30,6.93,21.86
9/11/23 21:45,6.77,21.82
9/11/23 22:00,6.92,21.78
9/11/23 22:15,6.96,21.74
9/11/23 22:30,6.9,21.72
9/11/23 22:45,6.89,21.68
9/11/23 23:00,6.84,21.64
9/11/23 23:15,6.83,21.6
9/11/23 23:30,6.77,21.56
9/11/23 23:45,6.7,21.5
9/12/23 0:00,6.74,21.46
9/12/23 0:15,6.67,21.4
9/12/23 0:30,6.67,21.36
9/12/23 0:45,6.72,21.3
9/12/23 1:00,6.76,21.24
9/12/23 1:15,6.67,21.2
9/12/23 1:30,6.76,21.14
9/12/23 1:45,6.81,21.08
9/12/23 2:00,6.83,21.02
9/12/23 2:15,6.91,20.98
9/12/23 2:30,6.88,20.92
9/12/23 2:45,6.9,20.86
9/12/23 3:00,6.9,20.82
9/12/23 3:15,6.99,20.78
9/12/23 3:30,6.89,20.72
9/12/23 3:45,6.9,20.68
9/12/23 4:00,6.88,20.62
9/12/23 4:15,6.9,20.6
9/12/23 4:30,6.87,20.56
9/12/23 4:45,6.94,20.52
9/12/23 5:00,6.92,20.5
9/12/23 5:15,6.98,20.46
9/12/23 5:30,6.92,20.42
9/12/23 5:45,6.97,20.4
9/12/23 6:00,7.01,20.36
9/12/23 6:15,6.71,20.34
9/12/23 6:30,6.81,20.3
9/12/23 6:45,6.83,20.28
9/12/23 7:00,6.85,20.26
9/12/23 7:15,6.85,20.26
9/12/23 7:30,6.83,20.26
9/12/23 7:45,6.78,20.26
9/12/23 8:00,6.74,20.26
9/12/23 8:15,6.72,20.26
9/12/23 8:30,6.72,20.28
9/12/23 8:45,6.75,20.3
9/12/23 9:00,6.9,20.34
9/12/23 9:15,7,20.38
9/12/23 9:30,7.07,20.44
9/12/23 9:45,7.12,20.5
9/12/23 10:00,7.05,20.54
9/12/23 10:15,7.03,20.6
9/12/23 10:30,7.03,20.64
9/12/23 10:45,7.1,20.7
9/12/23 11:00,7.16,20.76
9/12/23 11:15,7.22,20.82
9/12/23 11:30,7.25,20.9
9/12/23 11:45,7.25,20.98
9/12/23 12:00,7.21,21.06
9/12/23 12:15,7.18,21.12
9/12/23 12:30,7.14,21.16
9/12/23 12:45,7.08,21.22
9/12/23 13:00,6.98,21.3
9/12/23 13:15,6.89,21.36
9/12/23 13:30,6.78,21.44
9/12/23 13:45,6.7,21.52
9/12/23 14:00,6.62,21.58
9/12/23 14:15,6.55,21.66
9/12/23 14:30,6.52,21.76
9/12/23 14:45,6.54,21.84
9/12/23 15:00,6.55,21.88
9/12/23 15:15,6.48,21.94
9/12/23 15:30,6.43,21.96
9/12/23 15:45,6.35,22.02
9/12/23 16:00,6.3,22.06
9/12/23 16:15,6.28,22.1
9/12/23 16:30,6.25,22.14
9/12/23 16:45,6.19,22.18
9/12/23 17:00,6.14,22.22
9/12/23 17:15,6.1,22.26
9/12/23 17:30,6,22.3
9/12/23 17:45,5.94,22.34
9/12/23 18:00,5.85,22.36
9/12/23 18:15,5.77,22.34
9/12/23 18:30,5.7,22.36
9/12/23 18:45,5.61,22.38
9/12/23 19:00,5.47,22.38
9/12/23 19:15,5.39,22.36
9/12/23 19:30,5.26,22.36
9/12/23 19:45,5.17,22.38
9/12/23 20:00,5.2,22.36
9/12/23 20:15,5.23,22.34
9/12/23 20:30,5.15,22.3
9/12/23 20:45,5.2,22.28
9/12/23 21:00,5.17,22.24
9/12/23 21:15,5.24,22.2
9/12/23 21:30,5.45,22.16
9/12/23 21:45,5.83,22.12
9/12/23 22:00,6,22.08
9/12/23 22:15,6.1,22.04
9/12/23 22:30,6.21,22.02
9/12/23 22:45,5.53,21.9
9/12/23 23:00,6.34,21.76
9/12/23 23:15,6.28,21.7
9/12/23 23:30,6.41,21.62
9/12/23 23:45,6.58,21.56
9/13/23 0:00,6.74,21.5
9/13/23 0:15,6.81,21.48
9/13/23 0:30,6.92,21.44
9/13/23 0:45,6.94,21.4
9/13/23 1:00,6.64,21.38
9/13/23 1:15,7.01,21.34
9/13/23 1:30,7.17,21.32
9/13/23 1:45,7.14,21.3
9/13/23 2:00,7.16,21.28
9/13/23 2:15,7.22,21.26
9/13/23 2:30,7.35,21.24
9/13/23 2:45,7.54,21.2
9/13/23 3:00,7.54,21.18
9/13/23 3:15,7.49,21.14
9/13/23 3:30,7.42,21.1
9/13/23 3:45,7.34,21.06
9/13/23 4:00,7.35,21.02
9/13/23 4:15,7.26,21
9/13/23 4:30,7.18,20.98
9/13/23 4:45,7.15,20.94
9/13/23 5:00,7.19,20.92
9/13/23 5:15,7.23,20.88
9/13/23 5:30,7.31,20.86
9/13/23 5:45,7.36,20.84
9/13/23 6:00,7.36,20.8
9/13/23 6:15,7.34,20.78
9/13/23 6:30,7.31,20.76
9/13/23 6:45,7.23,20.72
9/13/23 7:00,7.23,20.7
9/13/23 7:15,7.14,20.68
9/13/23 7:30,7.13,20.66
9/13/23 7:45,7.13,20.64
9/13/23 8:00,7.14,20.64
9/13/23 8:15,7.12,20.64
9/13/23 8:30,7.08,20.66
9/13/23 8:45,7.04,20.68
9/13/23 9:00,7.02,20.72
9/13/23 9:15,7.02,20.76
9/13/23 9:30,7.05,20.78
9/13/23 9:45,7.11,20.84
9/13/23 10:00,7.13,20.88
9/13/23 10:15,7.15,20.92
9/13/23 10:30,7.17,20.98
9/13/23 10:45,7.22,21.04
9/13/23 11:00,7.32,21.12
9/13/23 11:15,7.4,21.18
9/13/23 11:30,7.47,21.26
9/13/23 11:45,7.54,21.36
9/13/23 12:00,7.54,21.46
9/13/23 12:15,7.5,21.5
9/13/23 12:30,7.48,21.54
9/13/23 12:45,7.46,21.62
9/13/23 13:00,7.47,21.68
9/13/23 13:15,7.47,21.74
9/13/23 13:30,7.48,21.78
9/13/23 13:45,7.47,21.84
9/13/23 14:00,7.45,21.88
9/13/23 14:15,7.43,21.9
9/13/23 14:30,7.41,21.92
9/13/23 14:45,7.36,21.94
9/13/23 15:00,7.33,22
9/13/23 15:15,7.31,22.02
9/13/23 15:30,7.3,22.08
9/13/23 15:45,7.31,22.12
9/13/23 16:00,7.3,22.18
9/13/23 16:15,7.26,22.22
9/13/23 16:30,7.23,22.22
9/13/23 16:45,7.23,22.18
9/13/23 17:00,7.14,22.18
9/13/23 17:15,7.11,22.18
9/13/23 17:30,7.06,22.16
9/13/23 17:45,7.02,22.14
9/13/23 18:00,6.98,22.12
9/13/23 18:15,6.93,22.1
9/13/23 18:30,6.88,22.08
9/13/23 18:45,6.83,22.06
9/13/23 19:00,6.76,22.04
9/13/23 19:15,6.68,22.02
9/13/23 19:30,6.6,22
9/13/23 19:45,6.5,21.98
9/13/23 20:00,6.37,21.94
9/13/23 20:15,6.14,21.92
9/13/23 20:30,5.96,21.88
9/13/23 20:45,5.87,21.84
9/13/23 21:00,5.93,21.8
9/13/23 21:15,5.99,21.76
9/13/23 21:30,6.03,21.72
9/13/23 21:45,6.03,21.66
9/13/23 22:00,6.03,21.62
9/13/23 22:15,6.01,21.56
9/13/23 22:30,6,21.5
9/13/23 22:45,6.11,21.42
9/13/23 23:00,6.16,21.36
9/13/23 23:15,6.1,21.3
9/13/23 23:30,6.1,21.22
9/13/23 23:45,6.16,21.16
9/14/23 0:00,6.19,21.1
9/14/23 0:15,6.3,21.02
9/14/23 0:30,6.34,20.94
9/14/23 0:45,6.38,20.88
9/14/23 1:00,6.43,20.82
9/14/23 1:15,6.56,20.76
9/14/23 1:30,6.45,20.68
9/14/23 1:45,6.58,20.62
9/14/23 2:00,6.69,20.56
9/14/23 2:15,6.67,20.5
9/14/23 2:30,6.88,20.42
9/14/23 2:45,6.83,20.36
9/14/23 3:00,6.85,20.28
9/14/23 3:15,6.81,20.2
9/14/23 3:30,6.78,20.12
9/14/23 3:45,6.73,20.08
9/14/23 4:00,6.81,20.02
9/14/23 4:15,7.07,19.96
9/14/23 4:30,6.92,19.9
9/14/23 4:45,7.1,19.84
9/14/23 5:00,6.99,19.78
9/14/23 5:15,6.92,19.72
9/14/23 5:30,6.9,19.66
9/14/23 5:45,6.91,19.62
9/14/23 6:00,6.98,19.56
9/14/23 6:15,6.93,19.52
9/14/23 6:30,7.01,19.48
9/14/23 6:45,7,19.44
9/14/23 7:00,7.06,19.4
9/14/23 7:15,7.06,19.38
9/14/23 7:30,7.02,19.36
9/14/23 7:45,7.07,19.36
9/14/23 8:00,7.06,19.36
9/14/23 8:15,7.04,19.38
9/14/23 8:30,7.04,19.42
9/14/23 8:45,7.1,19.46
9/14/23 9:00,7.23,19.48
9/14/23 9:15,7.3,19.54
9/14/23 9:30,7.35,19.6
9/14/23 9:45,7.41,19.66
9/14/23 10:00,7.5,19.74
9/14/23 10:15,7.64,19.82
9/14/23 10:30,7.8,19.9
9/14/23 10:45,7.87,19.96
9/14/23 11:00,7.84,20.02
9/14/23 11:15,7.82,20.1
9/14/23 11:30,7.9,20.2
9/14/23 11:45,7.98,20.24
9/14/23 12:00,7.87,20.3
9/14/23 12:15,7.73,20.36
9/14/23 12:30,7.61,20.42
9/14/23 12:45,7.52,20.48
9/14/23 13:00,7.51,20.54
9/14/23 13:15,7.5,20.58
9/14/23 13:30,7.46,20.6
9/14/23 13:45,7.45,20.62
9/14/23 14:00,7.45,20.66
9/14/23 14:15,7.41,20.68
9/14/23 14:30,7.37,20.74
9/14/23 14:45,7.34,20.78
9/14/23 15:00,7.31,20.82
9/14/23 15:15,7.3,20.86
9/14/23 15:30,7.25,20.88
9/14/23 15:45,7.21,20.94
9/14/23 16:00,7.17,21
9/14/23 16:15,7.12,21.02
9/14/23 16:30,7.07,21.06
9/14/23 16:45,7.05,21.06
9/14/23 17:00,7.02,21.1
9/14/23 17:15,6.99,21.12
9/14/23 17:30,6.94,21.14
9/14/23 17:45,6.88,21.14
9/14/23 18:00,6.88,21.14
9/14/23 18:15,6.87,21.14
9/14/23 18:30,6.84,21.12
9/14/23 18:45,6.76,21.12
9/14/23 19:00,6.67,21.1
9/14/23 19:15,6.6,21.08
9/14/23 19:30,6.57,21.06
9/14/23 19:45,6.55,21.04
9/14/23 20:00,6.58,21.02
9/14/23 20:15,6.56,21
9/14/23 20:30,6.6,20.96
9/14/23 20:45,6.61,20.94
9/14/23 21:00,6.67,20.9
9/14/23 21:15,6.72,20.88
9/14/23 21:30,6.75,20.84
9/14/23 21:45,6.72,20.82
9/14/23 22:00,6.67,20.78
9/14/23 22:15,6.71,20.76
9/14/23 22:30,6.77,20.74
9/14/23 22:45,6.84,20.72
9/14/23 23:00,6.85,20.68
9/14/23 23:15,6.86,20.66
9/14/23 23:30,6.87,20.64
9/14/23 23:45,6.82,20.62
9/15/23 0:00,6.79,20.58
9/15/23 0:15,6.83,20.54
9/15/23 0:30,6.79,20.52
9/15/23 0:45,6.84,20.48
9/15/23 1:00,6.89,20.44
9/15/23 1:15,6.96,20.4
9/15/23 1:30,6.92,20.38
9/15/23 1:45,6.93,20.34
9/15/23 2:00,6.97,20.3
9/15/23 2:15,6.91,20.26
9/15/23 2:30,6.97,20.24
9/15/23 2:45,6.97,20.22
9/15/23 3:00,6.91,20.18
9/15/23 3:15,6.94,20.16
9/15/23 3:30,6.89,20.12
9/15/23 3:45,6.9,20.1
9/15/23 4:00,6.85,20.1
9/15/23 4:15,6.86,20.08
9/15/23 4:30,6.79,20.08
9/15/23 4:45,6.78,20.06
9/15/23 5:00,6.75,20.04
9/15/23 5:15,6.64,20.04
9/15/23 5:30,6.68,20.02
9/15/23 5:45,6.64,20.02
9/15/23 6:00,6.63,20.02
9/15/23 6:15,6.63,20.02
9/15/23 6:30,6.68,20
9/15/23 6:45,6.71,20
9/15/23 7:00,6.72,20
9/15/23 7:15,6.7,20
9/15/23 7:30,6.7,20
9/15/23 7:45,6.71,20.02
9/15/23 8:00,6.74,20.02
9/15/23 8:15,6.78,20.04
9/15/23 8:30,6.85,20.06
9/15/23 8:45,6.94,20.08
9/15/23 9:00,7.02,20.1
9/15/23 9:15,7.11,20.12
9/15/23 9:30,7.15,20.16
9/15/23 9:45,7.19,20.2
9/15/23 10:00,7.23,20.22
9/15/23 10:15,7.31,20.28
9/15/23 10:30,7.42,20.36
9/15/23 10:45,7.48,20.42
9/15/23 11:00,7.44,20.46
9/15/23 11:15,7.26,20.52
9/15/23 11:30,7.1,20.52
9/15/23 11:45,7.1,20.58
9/15/23 12:00,7.08,20.6
9/15/23 12:15,7.1,20.64
9/15/23 12:30,7.06,20.66
9/15/23 12:45,7.16,20.7
9/15/23 13:00,7.29,20.72
9/15/23 13:15,7.44,20.76
9/15/23 13:30,7.57,20.78
9/15/23 13:45,7.66,20.78
9/15/23 14:00,7.74,20.78
9/15/23 14:15,7.74,20.78
9/15/23 14:30,7.67,20.8
9/15/23 14:45,7.59,20.84
9/15/23 15:00,7.48,20.86
9/15/23 15:15,7.36,20.86
9/15/23 15:30,7.17,20.86
9/15/23 15:45,7.03,20.84
9/15/23 16:00,7,20.84
9/15/23 16:15,6.97,20.84
9/15/23 16:30,6.97,20.86
9/15/23 16:45,6.94,20.86
9/15/23 17:00,6.99,20.88
9/15/23 17:15,7.04,20.88
9/15/23 17:30,7.17,20.86
9/15/23 17:45,7.27,20.86
9/15/23 18:00,7.32,20.86
9/15/23 18:15,7.23,20.84
9/15/23 18:30,7.11,20.82
9/15/23 18:45,7.03,20.8
9/15/23 19:00,6.98,20.78
9/15/23 19:15,6.98,20.76
9/15/23 19:30,6.9,20.74
9/15/23 19:45,6.86,20.72
9/15/23 20:00,6.84,20.7
9/15/23 20:15,6.82,20.7
9/15/23 20:30,6.81,20.68
9/15/23 20:45,6.79,20.66
9/15/23 21:00,6.75,20.64
9/15/23 21:15,6.68,20.64
9/15/23 21:30,6.63,20.62
9/15/23 21:45,6.6,20.6
9/15/23 22:00,6.59,20.58
9/15/23 22:15,6.58,20.58
9/15/23 22:30,6.56,20.56
9/15/23 22:45,6.49,20.54
9/15/23 23:00,6.3,20.52
9/15/23 23:15,6.37,20.5
9/15/23 23:30,6.41,20.46
9/15/23 23:45,6.41,20.44
9/16/23 0:00,6.44,20.42
9/16/23 0:15,6.48,20.4
9/16/23 0:30,6.44,20.38
9/16/23 0:45,6.37,20.36
9/16/23 1:00,6.43,20.32
9/16/23 1:15,6.45,20.3
9/16/23 1:30,6.39,20.28
9/16/23 1:45,6.38,20.24
9/16/23 2:00,6.44,20.22
9/16/23 2:15,6.31,20.2
9/16/23 2:30,6.29,20.18
9/16/23 2:45,6.27,20.16
9/16/23 3:00,6.3,20.12
9/16/23 3:15,6.26,20.12
9/16/23 3:30,6.29,20.1
9/16/23 3:45,6.29,20.06
9/16/23 4:00,6.29,20.04
9/16/23 4:15,6.35,20.02
9/16/23 4:30,6.4,20
9/16/23 4:45,6.53,19.98
9/16/23 5:00,6.46,19.96
9/16/23 5:15,6.44,19.94
9/16/23 5:30,6.45,19.92
9/16/23 5:45,6.42,19.9
9/16/23 6:00,6.34,19.88
9/16/23 6:15,6.39,19.84
9/16/23 6:30,6.42,19.82
9/16/23 6:45,6.48,19.78
9/16/23 7:00,6.52,19.78
9/16/23 7:15,6.47,19.76
9/16/23 7:30,6.45,19.74
9/16/23 7:45,6.46,19.72
9/16/23 8:00,6.48,19.7
9/16/23 8:15,6.46,19.7
9/16/23 8:30,6.42,19.7
9/16/23 8:45,6.44,19.7
9/16/23 9:00,6.46,19.72
9/16/23 9:15,6.45,19.72
9/16/23 9:30,6.43,19.74
9/16/23 9:45,6.4,19.74
9/16/23 10:00,6.38,19.74
9/16/23 10:15,6.34,19.74
9/16/23 10:30,6.32,19.74
9/16/23 10:45,6.34,19.76
9/16/23 11:00,6.35,19.76
9/16/23 11:15,6.35,19.76
9/16/23 11:30,6.37,19.78
9/16/23 11:45,6.39,19.78
9/16/23 12:00,6.43,19.8
9/16/23 12:15,6.46,19.8
9/16/23 12:30,6.49,19.82
9/16/23 12:45,6.53,19.82
9/16/23 13:00,6.58,19.84
9/16/23 13:15,6.63,19.84
9/16/23 13:30,6.71,19.88
9/16/23 13:45,6.89,19.9
9/16/23 14:00,7.08,19.92
9/16/23 14:15,7.16,19.94
9/16/23 14:30,7.18,19.96
9/16/23 14:45,7.18,19.98
9/16/23 15:00,7.22,20
9/16/23 15:15,7.27,20.02
9/16/23 15:30,7.33,20.06
9/16/23 15:45,7.33,20.06
9/16/23 16:00,7.3,20.08
9/16/23 16:15,7.23,20.1
9/16/23 16:30,7.21,20.1
9/16/23 16:45,7.19,20.12
9/16/23 17:00,7.16,20.12
9/16/23 17:15,7.13,20.12
9/16/23 17:30,7.1,20.14
9/16/23 17:45,7.06,20.14
9/16/23 18:00,7.04,20.14
9/16/23 18:15,7,20.14
9/16/23 18:30,6.99,20.14
9/16/23 18:45,6.99,20.14
9/16/23 19:00,6.92,20.14
9/16/23 19:15,6.9,20.14
9/16/23 19:30,6.89,20.12
9/16/23 19:45,6.87,20.12
9/16/23 20:00,6.82,20.12
9/16/23 20:15,6.74,20.1
9/16/23 20:30,6.74,20.1
9/16/23 20:45,6.74,20.1
9/16/23 21:00,6.78,20.08
9/16/23 21:15,6.82,20.08
9/16/23 21:30,6.81,20.08
9/16/23 21:45,6.78,20.06
9/16/23 22:00,6.79,20.06
9/16/23 22:15,6.78,20.04
9/16/23 22:30,6.71,20.04
9/16/23 22:45,6.69,20.04
9/16/23 23:00,6.74,20.02
9/16/23 23:15,6.58,20
9/16/23 23:30,6.72,19.98
9/16/23 23:45,6.42,19.96
9/17/23 0:00,6.43,19.96
9/17/23 0:15,6.57,19.96
9/17/23 0:30,6.69,19.94
9/17/23 0:45,6.76,19.94
9/17/23 1:00,6.77,19.94
9/17/23 1:15,6.75,19.92
9/17/23 1:30,6.72,19.92
9/17/23 1:45,6.67,19.92
9/17/23 2:00,6.6,19.9
9/17/23 2:15,6.58,19.9
9/17/23 2:30,6.58,19.88
9/17/23 2:45,6.58,19.88
9/17/23 3:00,6.55,19.88
9/17/23 3:15,6.54,19.88
9/17/23 3:30,6.55,19.86
9/17/23 3:45,6.58,19.86
9/17/23 4:00,6.6,19.86
9/17/23 4:15,6.61,19.86
9/17/23 4:30,6.61,19.84
9/17/23 4:45,6.61,19.84
9/17/23 5:00,6.61,19.84
9/17/23 5:15,6.6,19.84
9/17/23 5:30,6.59,19.84
9/17/23 5:45,6.6,19.84
9/17/23 6:00,6.62,19.84
9/17/23 6:15,6.61,19.84
9/17/23 6:30,6.61,19.84
9/17/23 6:45,6.61,19.82
9/17/23 7:00,6.61,19.82
9/17/23 7:15,6.62,19.82
9/17/23 7:30,6.64,19.82
9/17/23 7:45,6.67,19.82
9/17/23 8:00,6.69,19.82
9/17/23 8:15,6.71,19.8
9/17/23 8:30,6.76,19.82
9/17/23 8:45,6.83,19.84
9/17/23 9:00,6.92,19.84
9/17/23 9:15,7.06,19.88
9/17/23 9:30,7.15,19.9
9/17/23 9:45,7.27,19.94
9/17/23 10:00,7.27,19.98
9/17/23 10:15,7.29,20.02
9/17/23 10:30,7.28,20.08
9/17/23 10:45,7.31,20.12
9/17/23 11:00,7.34,20.16
9/17/23 11:15,7.36,20.22
9/17/23 11:30,7.37,20.26
9/17/23 11:45,7.41,20.3
9/17/23 12:00,7.47,20.36
9/17/23 12:15,7.61,20.46
9/17/23 12:30,7.72,20.56
9/17/23 12:45,7.75,20.6
9/17/23 13:00,7.76,20.68
9/17/23 13:15,7.78,20.74
9/17/23 13:30,7.81,20.86
9/17/23 13:45,7.84,20.9
9/17/23 14:00,7.84,20.96
9/17/23 14:15,7.75,21.04
9/17/23 14:30,7.62,21.12
9/17/23 14:45,7.6,21.14
9/17/23 15:00,7.58,21.16
9/17/23 15:15,7.51,21.16
9/17/23 15:30,7.4,21.14
9/17/23 15:45,7.21,21.14
9/17/23 16:00,7.14,21.18
9/17/23 16:15,7.19,21.18
9/17/23 16:30,7.16,21.18
9/17/23 16:45,7.12,21.16
9/17/23 17:00,7.1,21.14
9/17/23 17:15,7.08,21.1
9/17/23 17:30,7.02,21.06
9/17/23 17:45,6.88,21
9/17/23 18:00,6.38,20.94
9/17/23 18:15,6.21,20.88
9/17/23 18:30,6.26,20.82
9/17/23 18:45,6.33,20.76
9/17/23 19:00,6.34,20.68
9/17/23 19:15,6.39,20.6
9/17/23 19:30,6.38,20.52
9/17/23 19:45,6.37,20.42
9/17/23 20:00,6.39,20.34
9/17/23 20:15,6.43,20.24
9/17/23 20:30,6.48,20.16
9/17/23 20:45,6.52,20.08
9/17/23 21:00,6.55,19.98
9/17/23 21:15,6.6,19.9
9/17/23 21:30,6.63,19.82
9/17/23 21:45,6.74,19.74
9/17/23 22:00,6.64,19.64
9/17/23 22:15,6.66,19.54
9/17/23 22:30,6.72,19.46
9/17/23 22:45,6.76,19.36
9/17/23 23:00,6.73,19.26
9/17/23 23:15,6.74,19.18
9/17/23 23:30,6.74,19.1
9/17/23 23:45,6.81,19.02
9/18/23 0:00,6.87,18.94
9/18/23 0:15,6.97,18.86
9/18/23 0:30,6.98,18.78
9/18/23 0:45,6.99,18.7
9/18/23 1:00,6.94,18.62
9/18/23 1:15,6.98,18.54
9/18/23 1:30,6.99,18.46
9/18/23 1:45,7,18.4
9/18/23 2:00,7.14,18.32
9/18/23 2:15,7.08,18.24
9/18/23 2:30,7.26,18.16
9/18/23 2:45,7.3,18.08
9/18/23 3:00,7.43,18
9/18/23 3:15,7.29,17.92
9/18/23 3:30,7.5,17.84
9/18/23 3:45,7.37,17.74
9/18/23 4:00,7.4,17.66
9/18/23 4:15,7.43,17.58
9/18/23 4:30,7.4,17.52
9/18/23 4:45,7.49,17.44
9/18/23 5:00,7.35,17.36
9/18/23 5:15,7.38,17.3
9/18/23 5:30,7.31,17.22
9/18/23 5:45,7.35,17.16
9/18/23 6:00,7.33,17.08
9/18/23 6:15,7.49,17.02
9/18/23 6:30,7.44,16.94
9/18/23 6:45,7.38,16.88
9/18/23 7:00,7.4,16.82
9/18/23 7:15,7.31,16.74
9/18/23 7:30,7.37,16.7
9/18/23 7:45,7.38,16.64
9/18/23 8:00,7.32,16.62
9/18/23 8:15,7.31,16.62
9/18/23 8:30,7.36,16.64
9/18/23 8:45,7.52,16.66
9/18/23 9:00,7.81,16.72
9/18/23 9:15,8.01,16.78
9/18/23 9:30,8.15,16.84
9/18/23 9:45,8.34,16.9
9/18/23 10:00,8.35,16.96
9/18/23 10:15,8.29,17
9/18/23 10:30,8.17,17.08
9/18/23 10:45,8,17.16
9/18/23 11:00,8.04,17.28
9/18/23 11:15,8.15,17.36
9/18/23 11:30,8.21,17.46
9/18/23 11:45,8.23,17.56
9/18/23 12:00,8.27,17.66
9/18/23 12:15,8.29,17.74
9/18/23 12:30,8.29,17.82
9/18/23 12:45,8.25,17.92
9/18/23 13:00,8.21,18
9/18/23 13:15,8.18,18.06
9/18/23 13:30,8.16,18.14
9/18/23 13:45,8.11,18.2
9/18/23 14:00,8.07,18.28
9/18/23 14:15,8.04,18.38
9/18/23 14:30,8.01,18.46
9/18/23 14:45,7.98,18.52
9/18/23 15:00,7.93,18.6
9/18/23 15:15,7.9,18.68
9/18/23 15:30,7.87,18.74
9/18/23 15:45,7.82,18.8
9/18/23 16:00,7.79,18.88
9/18/23 16:15,7.76,18.96
9/18/23 16:30,7.76,19.06
9/18/23 16:45,7.75,19.12
9/18/23 17:00,7.72,19.18
9/18/23 17:15,7.67,19.22
9/18/23 17:30,7.63,19.26
9/18/23 17:45,7.59,19.26
9/18/23 18:00,7.55,19.3
9/18/23 18:15,7.49,19.34
9/18/23 18:30,7.45,19.36
9/18/23 18:45,7.41,19.34
9/18/23 19:00,7.42,19.3
9/18/23 19:15,7.48,19.26
9/18/23 19:30,7.31,19.18
9/18/23 19:45,7.04,19.08
9/18/23 20:00,7.07,19
9/18/23 20:15,7.04,18.92
9/18/23 20:30,7,18.84
9/18/23 20:45,6.93,18.76
9/18/23 21:00,6.91,18.68
9/18/23 21:15,6.91,18.6
9/18/23 21:30,6.96,18.54
9/18/23 21:45,7.03,18.44
9/18/23 22:00,6.92,18.36
9/18/23 22:15,6.88,18.28
9/18/23 22:30,6.89,18.2
9/18/23 22:45,6.88,18.12
9/18/23 23:00,6.84,18.04
9/18/23 23:15,6.91,17.94
9/18/23 23:30,7,17.88
9/18/23 23:45,7.02,17.8
9/19/23 0:00,7.17,17.72
9/19/23 0:15,7.04,17.64
9/19/23 0:30,7.15,17.56
9/19/23 0:45,7.28,17.5
9/19/23 1:00,7.13,17.42
9/19/23 1:15,7.11,17.34
9/19/23 1:30,7.23,17.28
9/19/23 1:45,7.29,17.2
9/19/23 2:00,7.23,17.14
9/19/23 2:15,7.26,17.06
9/19/23 2:30,7.29,17
9/19/23 2:45,7.35,16.92
9/19/23 3:00,7.36,16.86
9/19/23 3:15,7.37,16.8
9/19/23 3:30,7.31,16.72
9/19/23 3:45,7.5,16.66
9/19/23 4:00,7.38,16.6
9/19/23 4:15,7.62,16.54
9/19/23 4:30,7.63,16.46
