event,gage,wet_date,wetLengthDate,wetLength,wetLengthQ,wetPeak,wetPeakLength,wetPeakQ,Q_threshold,Q_threshold_q,cluster
235,8052700,2016-09-11,2016-09-11,0,0.2,2016-09-11,0,0.2,0.05,0,NA
235,8052700,2016-09-11,2016-09-11,0,0.2,2016-09-11,0,0.2,0.1,0,NA
235,8052700,2016-09-11,2016-09-11,0,0.2,2016-09-11,0,0.2,0.15,0,NA
235,8052700,2016-09-11,2016-09-11,0,0.2,2016-09-11,0,0.2,0.25,0.12,NA
235,8052700,2016-09-11,2016-10-20,39,5.9,2016-10-21,40,7.8,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,8052700,2016-09-19,2016-09-19,0,0.2,2016-09-20,1,0.2,0.05,0,NA
236,8052700,2016-09-19,2016-09-19,0,0.2,2016-09-20,1,0.2,0.1,0,NA
236,8052700,2016-09-19,2016-09-19,0,0.2,2016-09-20,1,0.2,0.15,0,NA
236,8052700,2016-09-19,2016-09-19,0,0.2,2016-09-20,1,0.2,0.25,0.12,NA
236,8052700,2016-09-19,2016-10-20,31,5.9,2016-10-21,32,7.8,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,8052700,2016-10-08,2016-10-08,0,0.6,2016-10-08,0,0.6,0.05,0,NA
237,8052700,2016-10-08,2016-10-08,0,0.6,2016-10-08,0,0.6,0.1,0,NA
237,8052700,2016-10-08,2016-10-08,0,0.6,2016-10-08,0,0.6,0.15,0,NA
237,8052700,2016-10-08,2016-10-08,0,0.6,2016-10-08,0,0.6,0.25,0.12,NA
237,8052700,2016-10-08,2016-10-20,12,5.9,2016-10-21,13,7.8,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,8052700,2017-08-03,2017-08-03,0,0.1,2017-08-05,2,0.3,0.05,0,NA
238,8052700,2017-08-03,2017-08-03,0,0.1,2017-08-05,2,0.3,0.1,0,NA
238,8052700,2017-08-03,2017-08-03,0,0.1,2017-08-05,2,0.3,0.15,0,NA
238,8052700,2017-08-03,2017-08-04,1,0.2,2017-08-05,2,0.3,0.25,0.12,NA
238,8052700,2017-08-03,2017-08-13,10,3.1,2017-08-14,11,3.2,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,8052700,2017-09-12,2017-09-12,0,0.1,2017-09-22,10,0.1,0.05,0,NA
239,8052700,2017-09-12,2017-09-12,0,0.1,2017-09-22,10,0.1,0.1,0,NA
239,8052700,2017-09-12,2017-09-12,0,0.1,2017-09-22,10,0.1,0.15,0,NA
239,8052700,2017-09-12,2017-10-03,21,0.2,2017-10-05,23,0.7,0.25,0.12,NA
239,8052700,2017-09-12,2017-12-19,98,1.1,2017-12-20,99,64.3,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,8052700,2018-06-18,2018-06-18,0,0.1,2018-06-21,3,0.6,0.05,0,NA
240,8052700,2018-06-18,2018-06-18,0,0.1,2018-06-21,3,0.6,0.1,0,NA
240,8052700,2018-06-18,2018-06-18,0,0.1,2018-06-21,3,0.6,0.15,0,NA
240,8052700,2018-06-18,2018-06-19,1,0.2,2018-06-21,3,0.6,0.25,0.12,NA
240,8052700,2018-06-18,2018-07-27,39,1,2018-07-28,40,1.9,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,8052700,2018-07-27,2018-07-27,0,1,2018-07-28,1,1.9,0.05,0,NA
241,8052700,2018-07-27,2018-07-27,0,1,2018-07-28,1,1.9,0.1,0,NA
241,8052700,2018-07-27,2018-07-27,0,1,2018-07-28,1,1.9,0.15,0,NA
241,8052700,2018-07-27,2018-07-27,0,1,2018-07-28,1,1.9,0.25,0.12,NA
241,8052700,2018-07-27,2018-07-27,0,1,2018-07-28,1,1.9,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,8052700,2018-08-10,2018-08-10,0,0.7,2018-08-10,0,0.7,0.05,0,NA
242,8052700,2018-08-10,2018-08-10,0,0.7,2018-08-10,0,0.7,0.1,0,NA
242,8052700,2018-08-10,2018-08-10,0,0.7,2018-08-10,0,0.7,0.15,0,NA
242,8052700,2018-08-10,2018-08-10,0,0.7,2018-08-10,0,0.7,0.25,0.12,NA
242,8052700,2018-08-10,2018-08-13,3,15.2,2018-08-14,4,76.9,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,8052700,2019-07-30,2019-07-30,0,0.1,2019-08-01,2,0.5,0.05,0,NA
243,8052700,2019-07-30,2019-07-30,0,0.1,2019-08-01,2,0.5,0.1,0,NA
243,8052700,2019-07-30,2019-07-30,0,0.1,2019-08-01,2,0.5,0.15,0,NA
243,8052700,2019-07-30,2019-07-31,1,0.4,2019-08-01,2,0.5,0.25,0.12,NA
243,8052700,2019-07-30,2019-10-24,86,1.4,2019-10-25,87,139,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,8052700,2020-05-17,2020-05-17,0,168,2020-05-17,0,168,0.05,0,NA
244,8052700,2020-05-17,2020-05-17,0,168,2020-05-17,0,168,0.1,0,NA
244,8052700,2020-05-17,2020-05-17,0,168,2020-05-17,0,168,0.15,0,NA
244,8052700,2020-05-17,2020-05-17,0,168,2020-05-17,0,168,0.25,0.12,NA
244,8052700,2020-05-17,2020-05-17,0,168,2020-05-17,0,168,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,8052700,2020-07-21,2020-07-21,0,0.2,2020-07-23,2,0.5,0.05,0,NA
245,8052700,2020-07-21,2020-07-21,0,0.2,2020-07-23,2,0.5,0.1,0,NA
245,8052700,2020-07-21,2020-07-21,0,0.2,2020-07-23,2,0.5,0.15,0,NA
245,8052700,2020-07-21,2020-07-21,0,0.2,2020-07-23,2,0.5,0.25,0.12,NA
245,8052700,2020-07-21,2020-08-17,27,1,2020-08-18,28,2.4,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,8052700,2020-08-05,2020-08-05,0,0.1,2020-08-07,2,0.3,0.05,0,NA
246,8052700,2020-08-05,2020-08-05,0,0.1,2020-08-07,2,0.3,0.1,0,NA
246,8052700,2020-08-05,2020-08-05,0,0.1,2020-08-07,2,0.3,0.15,0,NA
246,8052700,2020-08-05,2020-08-06,1,0.2,2020-08-07,2,0.3,0.25,0.12,NA
246,8052700,2020-08-05,2020-08-17,12,1,2020-08-18,13,2.4,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,8052700,2020-08-17,2020-08-17,0,1,2020-08-18,1,2.4,0.05,0,NA
247,8052700,2020-08-17,2020-08-17,0,1,2020-08-18,1,2.4,0.1,0,NA
247,8052700,2020-08-17,2020-08-17,0,1,2020-08-18,1,2.4,0.15,0,NA
247,8052700,2020-08-17,2020-08-17,0,1,2020-08-18,1,2.4,0.25,0.12,NA
247,8052700,2020-08-17,2020-08-17,0,1,2020-08-18,1,2.4,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,8052700,2020-08-24,2020-08-26,2,26.4,2020-08-26,2,26.4,0.05,0,NA
248,8052700,2020-08-24,2020-08-26,2,26.4,2020-08-26,2,26.4,0.1,0,NA
248,8052700,2020-08-24,2020-08-26,2,26.4,2020-08-26,2,26.4,0.15,0,NA
248,8052700,2020-08-24,2020-08-26,2,26.4,2020-08-26,2,26.4,0.25,0.12,NA
248,8052700,2020-08-24,2020-08-26,2,26.4,2020-08-26,2,26.4,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,8052700,2020-10-24,2020-10-24,0,3.5,2020-10-24,0,3.5,0.05,0,NA
249,8052700,2020-10-24,2020-10-24,0,3.5,2020-10-24,0,3.5,0.1,0,NA
249,8052700,2020-10-24,2020-10-24,0,3.5,2020-10-24,0,3.5,0.15,0,NA
249,8052700,2020-10-24,2020-10-24,0,3.5,2020-10-24,0,3.5,0.25,0.12,NA
249,8052700,2020-10-24,2020-10-24,0,3.5,2020-10-24,0,3.5,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,8052700,2021-03-22,2021-03-22,0,0.1,2021-03-25,3,39.2,0.05,0,NA
250,8052700,2021-03-22,2021-03-22,0,0.1,2021-03-25,3,39.2,0.1,0,NA
250,8052700,2021-03-22,2021-03-22,0,0.1,2021-03-25,3,39.2,0.15,0,NA
250,8052700,2021-03-22,2021-03-23,1,2.2,2021-03-25,3,39.2,0.25,0.12,NA
250,8052700,2021-03-22,2021-03-23,1,2.2,2021-03-25,3,39.2,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,8052700,2021-08-17,2021-08-17,0,0.2,2021-08-19,2,17.4,0.05,0,NA
251,8052700,2021-08-17,2021-08-17,0,0.2,2021-08-19,2,17.4,0.1,0,NA
251,8052700,2021-08-17,2021-08-17,0,0.2,2021-08-19,2,17.4,0.15,0,NA
251,8052700,2021-08-17,2021-08-17,0,0.2,2021-08-19,2,17.4,0.25,0.12,NA
251,8052700,2021-08-17,2021-08-19,2,17.4,2021-08-19,2,17.4,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,8052700,2022-09-29,2022-09-29,0,0.1,2022-09-30,1,0.1,0.05,0,NA
252,8052700,2022-09-29,2022-09-29,0,0.1,2022-09-30,1,0.1,0.1,0,NA
252,8052700,2022-09-29,2022-09-29,0,0.1,2022-09-30,1,0.1,0.15,0,NA
252,8052700,2022-09-29,2022-10-05,6,0.3,2022-10-05,6,0.3,0.25,0.12,NA
252,8052700,2022-09-29,2022-10-25,26,1.2,2022-10-25,26,1.2,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,8052700,2022-10-23,2022-10-23,0,0.2,2022-10-25,2,1.2,0.05,0,NA
253,8052700,2022-10-23,2022-10-23,0,0.2,2022-10-25,2,1.2,0.1,0,NA
253,8052700,2022-10-23,2022-10-23,0,0.2,2022-10-25,2,1.2,0.15,0,NA
253,8052700,2022-10-23,2022-10-23,0,0.2,2022-10-25,2,1.2,0.25,0.12,NA
253,8052700,2022-10-23,2022-10-25,2,1.2,2022-10-25,2,1.2,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,8052700,2023-09-12,2023-09-12,0,1.8,2023-09-13,1,1.8,0.05,0,NA
254,8052700,2023-09-12,2023-09-12,0,1.8,2023-09-13,1,1.8,0.1,0,NA
254,8052700,2023-09-12,2023-09-12,0,1.8,2023-09-13,1,1.8,0.15,0,NA
254,8052700,2023-09-12,2023-09-12,0,1.8,2023-09-13,1,1.8,0.25,0.12,NA
254,8052700,2023-09-12,2023-09-12,0,1.8,2023-09-13,1,1.8,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,8052700,2023-09-22,2023-09-22,0,2.2,2023-09-22,0,2.2,0.05,0,NA
255,8052700,2023-09-22,2023-09-22,0,2.2,2023-09-22,0,2.2,0.1,0,NA
255,8052700,2023-09-22,2023-09-22,0,2.2,2023-09-22,0,2.2,0.15,0,NA
255,8052700,2023-09-22,2023-09-22,0,2.2,2023-09-22,0,2.2,0.25,0.12,NA
255,8052700,2023-09-22,2023-09-22,0,2.2,2023-09-22,0,2.2,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,8052700,2023-09-26,2023-09-26,0,3.9,2023-09-26,0,3.9,0.05,0,NA
256,8052700,2023-09-26,2023-09-26,0,3.9,2023-09-26,0,3.9,0.1,0,NA
256,8052700,2023-09-26,2023-09-26,0,3.9,2023-09-26,0,3.9,0.15,0,NA
256,8052700,2023-09-26,2023-09-26,0,3.9,2023-09-26,0,3.9,0.25,0.12,NA
256,8052700,2023-09-26,2023-09-26,0,3.9,2023-09-26,0,3.9,0.5,0.93,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,11128500,1979-10-01,1979-10-01,0,29,1979-10-01,0,29,0.05,0,NA
257,11128500,1979-10-01,1979-10-01,0,29,1979-10-01,0,29,0.1,0,NA
257,11128500,1979-10-01,1979-10-01,0,29,1979-10-01,0,29,0.15,0,NA
257,11128500,1979-10-01,1979-10-01,0,29,1979-10-01,0,29,0.25,0,NA
257,11128500,1979-10-01,1979-10-01,0,29,1979-10-01,0,29,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,11128500,1979-10-21,1979-10-21,0,0.1,1979-10-28,7,2.8,0.05,0,NA
258,11128500,1979-10-21,1979-10-21,0,0.1,1979-10-28,7,2.8,0.1,0,NA
258,11128500,1979-10-21,1979-10-21,0,0.1,1979-10-28,7,2.8,0.15,0,NA
258,11128500,1979-10-21,1979-10-21,0,0.1,1979-10-28,7,2.8,0.25,0,NA
258,11128500,1979-10-21,1979-12-24,64,4.9,1979-12-25,65,5.8,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,11128500,1980-01-06,1980-01-06,0,3.9,1980-01-12,6,15,0.05,0,NA
259,11128500,1980-01-06,1980-01-06,0,3.9,1980-01-12,6,15,0.1,0,NA
259,11128500,1980-01-06,1980-01-06,0,3.9,1980-01-12,6,15,0.15,0,NA
259,11128500,1980-01-06,1980-01-06,0,3.9,1980-01-12,6,15,0.25,0,NA
259,11128500,1980-01-06,1980-01-09,3,6.5,1980-01-12,6,15,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,11128500,1981-09-10,1981-09-10,0,0.9,1981-09-21,11,140,0.05,0,NA
260,11128500,1981-09-10,1981-09-10,0,0.9,1981-09-21,11,140,0.1,0,NA
260,11128500,1981-09-10,1981-09-10,0,0.9,1981-09-21,11,140,0.15,0,NA
260,11128500,1981-09-10,1981-09-10,0,0.9,1981-09-21,11,140,0.25,0,NA
260,11128500,1981-09-10,1981-09-11,1,45,1981-09-21,11,140,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,11128500,1981-11-03,1981-11-03,0,0.2,1981-11-04,1,0.4,0.05,0,NA
261,11128500,1981-11-03,1981-11-03,0,0.2,1981-11-04,1,0.4,0.1,0,NA
261,11128500,1981-11-03,1981-11-03,0,0.2,1981-11-04,1,0.4,0.15,0,NA
261,11128500,1981-11-03,1981-11-03,0,0.2,1981-11-04,1,0.4,0.25,0,NA
261,11128500,1981-11-03,1982-01-20,78,6.2,1982-01-21,79,7.7,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,11128500,1982-03-02,1982-03-02,0,0.5,1982-03-06,4,0.7,0.05,0,NA
262,11128500,1982-03-02,1982-03-02,0,0.5,1982-03-06,4,0.7,0.1,0,NA
262,11128500,1982-03-02,1982-03-02,0,0.5,1982-03-06,4,0.7,0.15,0,NA
262,11128500,1982-03-02,1982-03-02,0,0.5,1982-03-06,4,0.7,0.25,0,NA
262,11128500,1982-03-02,1982-03-17,15,16,1982-03-18,16,21,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,11128500,1982-08-31,1982-08-31,0,25,1982-09-02,2,62,0.05,0,NA
263,11128500,1982-08-31,1982-08-31,0,25,1982-09-02,2,62,0.1,0,NA
263,11128500,1982-08-31,1982-08-31,0,25,1982-09-02,2,62,0.15,0,NA
263,11128500,1982-08-31,1982-08-31,0,25,1982-09-02,2,62,0.25,0,NA
263,11128500,1982-08-31,1982-08-31,0,25,1982-09-02,2,62,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,11128500,1982-09-24,1982-09-24,0,33,1982-09-27,3,125,0.05,0,NA
264,11128500,1982-09-24,1982-09-24,0,33,1982-09-27,3,125,0.1,0,NA
264,11128500,1982-09-24,1982-09-24,0,33,1982-09-27,3,125,0.15,0,NA
264,11128500,1982-09-24,1982-09-24,0,33,1982-09-27,3,125,0.25,0,NA
264,11128500,1982-09-24,1982-09-24,0,33,1982-09-27,3,125,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,11128500,1984-07-25,1984-07-25,0,53,1984-07-25,0,53,0.05,0,NA
265,11128500,1984-07-25,1984-07-25,0,53,1984-07-25,0,53,0.1,0,NA
265,11128500,1984-07-25,1984-07-25,0,53,1984-07-25,0,53,0.15,0,NA
265,11128500,1984-07-25,1984-07-25,0,53,1984-07-25,0,53,0.25,0,NA
265,11128500,1984-07-25,1984-07-25,0,53,1984-07-25,0,53,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,11128500,1984-09-28,1984-09-28,0,0.7,1984-09-28,0,0.7,0.05,0,NA
266,11128500,1984-09-28,1984-09-28,0,0.7,1984-09-28,0,0.7,0.1,0,NA
266,11128500,1984-09-28,1984-09-28,0,0.7,1984-09-28,0,0.7,0.15,0,NA
266,11128500,1984-09-28,1984-09-28,0,0.7,1984-09-28,0,0.7,0.25,0,NA
266,11128500,1984-09-28,1984-12-16,79,7.6,1984-12-16,79,7.6,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,11128500,1984-11-09,1984-11-09,0,0.2,1984-11-14,5,4,0.05,0,NA
267,11128500,1984-11-09,1984-11-09,0,0.2,1984-11-14,5,4,0.1,0,NA
267,11128500,1984-11-09,1984-11-09,0,0.2,1984-11-14,5,4,0.15,0,NA
267,11128500,1984-11-09,1984-11-09,0,0.2,1984-11-14,5,4,0.25,0,NA
267,11128500,1984-11-09,1984-12-16,37,7.6,1984-12-16,37,7.6,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,11128500,1985-06-02,1985-06-02,0,13,1985-06-04,2,55,0.05,0,NA
268,11128500,1985-06-02,1985-06-02,0,13,1985-06-04,2,55,0.1,0,NA
268,11128500,1985-06-02,1985-06-02,0,13,1985-06-04,2,55,0.15,0,NA
268,11128500,1985-06-02,1985-06-02,0,13,1985-06-04,2,55,0.25,0,NA
268,11128500,1985-06-02,1985-06-02,0,13,1985-06-04,2,55,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,11128500,1985-08-08,1985-08-08,0,7.2,1985-08-13,5,76,0.05,0,NA
269,11128500,1985-08-08,1985-08-08,0,7.2,1985-08-13,5,76,0.1,0,NA
269,11128500,1985-08-08,1985-08-08,0,7.2,1985-08-13,5,76,0.15,0,NA
269,11128500,1985-08-08,1985-08-08,0,7.2,1985-08-13,5,76,0.25,0,NA
269,11128500,1985-08-08,1985-08-08,0,7.2,1985-08-13,5,76,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,11128500,1985-11-11,1985-11-11,0,2.5,1985-11-11,0,2.5,0.05,0,NA
270,11128500,1985-11-11,1985-11-11,0,2.5,1985-11-11,0,2.5,0.1,0,NA
270,11128500,1985-11-11,1985-11-11,0,2.5,1985-11-11,0,2.5,0.15,0,NA
270,11128500,1985-11-11,1985-11-11,0,2.5,1985-11-11,0,2.5,0.25,0,NA
270,11128500,1985-11-11,1985-11-25,14,7.5,1985-11-25,14,7.5,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,11128500,1986-01-30,1986-01-30,0,0.1,1986-02-05,6,2,0.05,0,NA
271,11128500,1986-01-30,1986-01-30,0,0.1,1986-02-05,6,2,0.1,0,NA
271,11128500,1986-01-30,1986-01-30,0,0.1,1986-02-05,6,2,0.15,0,NA
271,11128500,1986-01-30,1986-01-30,0,0.1,1986-02-05,6,2,0.25,0,NA
271,11128500,1986-01-30,1986-02-13,14,52,1986-02-15,16,378,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,11128500,1986-05-05,1986-05-05,0,0.6,1986-05-06,1,1.1,0.05,0,NA
272,11128500,1986-05-05,1986-05-05,0,0.6,1986-05-06,1,1.1,0.1,0,NA
272,11128500,1986-05-05,1986-05-05,0,0.6,1986-05-06,1,1.1,0.15,0,NA
272,11128500,1986-05-05,1986-05-05,0,0.6,1986-05-06,1,1.1,0.25,0,NA
272,11128500,1986-05-05,1986-07-30,86,22,1986-08-04,91,72,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,11128500,1986-07-30,1986-07-30,0,22,1986-08-04,5,72,0.05,0,NA
273,11128500,1986-07-30,1986-07-30,0,22,1986-08-04,5,72,0.1,0,NA
273,11128500,1986-07-30,1986-07-30,0,22,1986-08-04,5,72,0.15,0,NA
273,11128500,1986-07-30,1986-07-30,0,22,1986-08-04,5,72,0.25,0,NA
273,11128500,1986-07-30,1986-07-30,0,22,1986-08-04,5,72,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,11128500,1986-09-25,1986-09-25,0,0.2,1986-10-02,7,1.2,0.05,0,NA
274,11128500,1986-09-25,1986-09-25,0,0.2,1986-10-02,7,1.2,0.1,0,NA
274,11128500,1986-09-25,1986-09-25,0,0.2,1986-10-02,7,1.2,0.15,0,NA
274,11128500,1986-09-25,1986-09-25,0,0.2,1986-10-02,7,1.2,0.25,0,NA
274,11128500,1986-09-25,1987-03-05,161,7.8,1987-03-06,162,18,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,11128500,1986-10-15,1986-10-15,0,0.1,1986-10-15,0,0.1,0.05,0,NA
275,11128500,1986-10-15,1986-10-15,0,0.1,1986-10-15,0,0.1,0.1,0,NA
275,11128500,1986-10-15,1986-10-15,0,0.1,1986-10-15,0,0.1,0.15,0,NA
275,11128500,1986-10-15,1986-10-15,0,0.1,1986-10-15,0,0.1,0.25,0,NA
275,11128500,1986-10-15,1987-03-05,141,7.8,1987-03-06,142,18,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,11128500,1986-10-28,1986-10-28,0,0.1,1986-10-28,0,0.1,0.05,0,NA
276,11128500,1986-10-28,1986-10-28,0,0.1,1986-10-28,0,0.1,0.1,0,NA
276,11128500,1986-10-28,1986-10-28,0,0.1,1986-10-28,0,0.1,0.15,0,NA
276,11128500,1986-10-28,1986-10-28,0,0.1,1986-10-28,0,0.1,0.25,0,NA
276,11128500,1986-10-28,1987-03-05,128,7.8,1987-03-06,129,18,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,11128500,1986-12-09,1986-12-09,0,0.9,1986-12-27,18,3.4,0.05,0,NA
277,11128500,1986-12-09,1986-12-09,0,0.9,1986-12-27,18,3.4,0.1,0,NA
277,11128500,1986-12-09,1986-12-09,0,0.9,1986-12-27,18,3.4,0.15,0,NA
277,11128500,1986-12-09,1986-12-09,0,0.9,1986-12-27,18,3.4,0.25,0,NA
277,11128500,1986-12-09,1987-03-05,86,7.8,1987-03-06,87,18,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,11128500,1987-03-05,1987-03-05,0,7.8,1987-03-06,1,18,0.05,0,NA
278,11128500,1987-03-05,1987-03-05,0,7.8,1987-03-06,1,18,0.1,0,NA
278,11128500,1987-03-05,1987-03-05,0,7.8,1987-03-06,1,18,0.15,0,NA
278,11128500,1987-03-05,1987-03-05,0,7.8,1987-03-06,1,18,0.25,0,NA
278,11128500,1987-03-05,1987-03-05,0,7.8,1987-03-06,1,18,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,11128500,1987-06-09,1987-06-09,0,0.6,1987-06-11,2,41,0.05,0,NA
279,11128500,1987-06-09,1987-06-09,0,0.6,1987-06-11,2,41,0.1,0,NA
279,11128500,1987-06-09,1987-06-09,0,0.6,1987-06-11,2,41,0.15,0,NA
279,11128500,1987-06-09,1987-06-09,0,0.6,1987-06-11,2,41,0.25,0,NA
279,11128500,1987-06-09,1987-06-10,1,32,1987-06-11,2,41,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,11128500,1987-12-15,1987-12-15,0,1.4,1987-12-16,1,8.5,0.05,0,NA
280,11128500,1987-12-15,1987-12-15,0,1.4,1987-12-16,1,8.5,0.1,0,NA
280,11128500,1987-12-15,1987-12-15,0,1.4,1987-12-16,1,8.5,0.15,0,NA
280,11128500,1987-12-15,1987-12-15,0,1.4,1987-12-16,1,8.5,0.25,0,NA
280,11128500,1987-12-15,1987-12-16,1,8.5,1987-12-16,1,8.5,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,11128500,1987-12-29,1987-12-29,0,2.8,1987-12-29,0,2.8,0.05,0,NA
281,11128500,1987-12-29,1987-12-29,0,2.8,1987-12-29,0,2.8,0.1,0,NA
281,11128500,1987-12-29,1987-12-29,0,2.8,1987-12-29,0,2.8,0.15,0,NA
281,11128500,1987-12-29,1987-12-29,0,2.8,1987-12-29,0,2.8,0.25,0,NA
281,11128500,1987-12-29,1988-01-05,7,5.5,1988-01-05,7,5.5,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,11128500,1988-01-17,1988-01-17,0,23,1988-01-17,0,23,0.05,0,NA
282,11128500,1988-01-17,1988-01-17,0,23,1988-01-17,0,23,0.1,0,NA
282,11128500,1988-01-17,1988-01-17,0,23,1988-01-17,0,23,0.15,0,NA
282,11128500,1988-01-17,1988-01-17,0,23,1988-01-17,0,23,0.25,0,NA
282,11128500,1988-01-17,1988-01-17,0,23,1988-01-17,0,23,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,11128500,1988-01-30,1988-01-30,0,0.3,1988-01-31,1,0.7,0.05,0,NA
283,11128500,1988-01-30,1988-01-30,0,0.3,1988-01-31,1,0.7,0.1,0,NA
283,11128500,1988-01-30,1988-01-30,0,0.3,1988-01-31,1,0.7,0.15,0,NA
283,11128500,1988-01-30,1988-01-30,0,0.3,1988-01-31,1,0.7,0.25,0,NA
283,11128500,1988-01-30,1988-02-29,30,215,1988-02-29,30,215,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,11128500,1988-03-01,1988-03-01,0,93,1988-03-01,0,93,0.05,0,NA
284,11128500,1988-03-01,1988-03-01,0,93,1988-03-01,0,93,0.1,0,NA
284,11128500,1988-03-01,1988-03-01,0,93,1988-03-01,0,93,0.15,0,NA
284,11128500,1988-03-01,1988-03-01,0,93,1988-03-01,0,93,0.25,0,NA
284,11128500,1988-03-01,1988-03-01,0,93,1988-03-01,0,93,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,11128500,1988-04-21,1988-04-21,0,1.1,1988-04-21,0,1.1,0.05,0,NA
285,11128500,1988-04-21,1988-04-21,0,1.1,1988-04-21,0,1.1,0.1,0,NA
285,11128500,1988-04-21,1988-04-21,0,1.1,1988-04-21,0,1.1,0.15,0,NA
285,11128500,1988-04-21,1988-04-21,0,1.1,1988-04-21,0,1.1,0.25,0,NA
285,11128500,1988-04-21,1988-06-25,65,12,1988-07-05,75,117,0.5,4.55,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
